1.1.7.01.01.01.001;Aspal
1.3.2.08.01.26.012;Work Bench (Alat Laboratorium Proses Pembuatan Pola)
1.3.2.08.01.26.013;Drawing Equipment
1.3.2.08.01.26.014;Vertical Abrasive
1.3.2.08.01.26.015;Hot Melt Hand Gun
1.3.2.08.01.26.016;Wood Lathe Machine
1.3.2.08.01.26.017;Hand Drill
1.3.2.08.01.26.018;Electric Band Saw
1.3.2.08.01.26.019;Grinder Band Saw
1.3.2.08.01.26.020;Alat Laboratorium Pembuatan Pola Lainnya
1.3.2.08.01.27.001;Orsat Analisa Gas
1.3.2.08.01.27.002;Water Still
1.3.2.08.01.27.003;C.S Strochlein
1.3.2.08.01.27.004;Heating Furnace
1.3.2.08.01.27.005;Polisishing Machine
1.3.2.08.01.27.006;Electro Lyseur
1.3.2.08.01.27.007;Electro Analysis App
1.3.2.08.01.27.008;Carbon Determinator
1.3.2.08.01.27.009;Sulphur Determinaor
1.3.2.08.01.27.010;Metallspectroskop
1.3.2.08.01.27.011;Probensammlung
1.3.2.08.01.27.012;Defectometer
1.3.2.08.01.27.013;Polasation Aurustung Fur Mikroskop
1.3.2.08.01.27.014;Isomet Wiedertourensage Mit Zubehor Buehler
1.3.2.08.01.27.015;Micrometer Messokuler
1.3.2.08.01.27.016;Portable Ultrasonic Non Destruktive Digital (Pundit)
1.3.2.08.01.27.017;Flashlight Stroboscope
1.3.2.08.01.27.018;Mess Telescope Spectrophotometer
1.3.2.08.01.27.019;Carbon Sulfur
1.3.2.08.01.27.020;Drumeter
1.3.2.08.01.27.021;Hot Win
1.3.2.08.01.27.022;Portable Coorrosometer Instrument
1.3.2.08.01.27.023;High Temperatur Furnace Contor
1.3.2.08.01.27.024;Scanning Microskop
1.3.2.08.01.27.025;Stereo Microskop
1.3.2.08.01.27.026;Alat Laboratorium Metalography Lainnya
1.3.2.08.01.28.001;Welding Rectifier (Alat Laboratorium Proses Pengelasan)
1.3.2.08.01.28.002;Welding Tranformat
1.3.2.08.01.28.003;Tig Welding Machine
1.3.2.08.01.28.004;Nig/Mag Welding Machine
1.3.2.08.01.28.005;Cercomatic Automatic
1.3.2.08.01.28.006;Vertomatic Automatic
1.3.2.08.01.28.007;Spot Welding Machine
1.3.2.08.01.28.008;Stud Welding Machine
1.3.2.08.01.28.009;Oxy Acetileng Copier Cutting
1.3.2.08.01.28.010;Plasma Cutting
1.3.2.08.01.28.011;Manual Pipe Cutter Oxy Acetilence
1.3.2.08.01.28.012;Plate Bending Machine
1.3.2.08.01.28.013;Hydroulic Prosses Brake Machine
1.3.2.08.01.28.014;Portal Press
1.3.2.08.01.28.015;Nimbling Machine/Mesin Nimbling
1.3.2.08.01.28.016;Hand Putch Machine
1.3.2.08.01.28.017;Hand Plate Ahear
1.3.2.08.01.28.018;Hand Whear Cutting
1.3.2.08.01.28.019;Hand Roll Machine
1.3.2.08.01.28.020;Alat Laboratorium Proses Pengelasan Lainnya
1.3.2.08.01.29.001;Laboratorium Uji Proses Pengelasan)
1.3.2.08.01.29.002;Impact Test
1.3.2.08.01.29.003;Magnetic Particle (Alat Laboratorium Uji Proses Pengelasan)
1.3.2.08.01.29.004;Flourecence Test
1.3.2.08.01.29.005;Alat Laboratorium Uji Proses Pengelasan Lainnya
1.3.2.08.01.30.001;Converntion Lathe
1.3.2.08.01.30.002;Cnc - Lathe
1.3.2.08.01.30.003;Gear Hobbing Machine
1.3.2.08.01.30.004;Boring & Milling Machine
1.3.2.08.01.30.005;Press Machine
1.3.2.08.01.30.006;Hydroulic Hand Press
1.3.2.08.01.30.007;Precission Filling Machine
1.3.2.08.01.30.008;Surface Grinding Machine
1.3.2.08.01.30.009;Cylindrical Grinding Machine
1.3.2.08.01.30.010;Puch Electrode Shaping Machine
1.3.2.08.01.30.011;The Spark Erosion Machine Toll (Edm)
1.3.2.08.01.30.012;Optical Profile Grinding Machine
1.3.2.08.01.30.013;Milling Machine (Alat Laboratorium Proses Pembuatan Logam)
1.3.2.08.01.30.014;Jig Boring Machine
1.3.2.08.01.30.015;Hydraulic Handling Equipment
1.3.2.08.01.30.016;Tool Grinder Machine
1.3.2.08.01.30.017;Band Saw Machine
1.3.2.08.01.30.018;Hack Sawing Machine
1.3.2.08.01.30.019;Abrasive Cut Off Wheele
1.3.2.08.01.30.020;Alat Laboratorium Proses Pembuatan Logam Lainnya
1.3.2.08.01.31.001;Linear Measuring Tools
1.3.2.08.01.31.002;Measuring Standard And Calibers
1.3.2.08.01.31.003;Miscellaneous
1.3.2.08.01.31.004;Angle Measuring Tools (Jangka Sorong)
1.3.2.08.01.31.005;Surface Roughnes Instrument
1.3.2.08.01.31.006;Rougness Tester
1.3.2.08.01.31.007;Flatness Instrument And Tools Geare & Acrewa Threec
1.3.2.08.01.31.008;Profil Measuring Instrument
1.3.2.08.01.31.009;Treching & Leveling Instrument
1.3.2.08.01.31.010;Meusuring Machine
1.3.2.08.01.31.011;Alat Laboratorium Metrologie Lainnya
1.3.2.08.01.32.001;Ticknes Tester
1.3.2.08.01.32.002;Baumeter
1.3.2.08.01.32.003;Bak Electronic
1.3.2.08.01.32.004;Rectifiler
1.3.2.08.01.32.005;Burner
1.3.2.08.01.32.006;Heater (Alat Laboratorium Proses Pelapisan Logam)
1.3.2.08.01.32.007;Alat Laboratorium Pelapisan Logam Lainnya
1.3.2.08.01.33.001;Dapur Pengerasan Induksi
1.3.2.08.01.33.002;Dapur Pemanas Garam
1.3.2.08.01.33.003;Dapur Kamar
1.3.2.08.01.33.004;Sand Blasting
1.3.2.08.01.33.005;Dapur Temper
1.3.2.08.01.33.006;Bak Pendingin
1.3.2.08.01.33.007;Crane (500 Kg)
1.3.2.08.01.33.008;Tempat Peyimpanan Garam
1.3.2.08.01.33.009;Penetral Cyanida
1.3.2.08.01.33.010;Exhaust Fan
1.3.2.08.01.33.011;Cleaning Instalation
1.3.2.08.01.33.012;Alat Laboratorium Proses Pengolahan Panas Lainnya
1.3.2.08.01.34.001;Penyisir Serat Rami
1.3.2.08.01.34.002;Dekortikasi
1.3.2.08.01.34.003;Mesin Vernekel
1.3.2.08.01.34.004;Mesin Selection Sutera
1.3.2.08.01.34.005;Mesin Hani Tangan
1.3.2.08.01.34.006;Alat Kebut
1.3.2.08.01.34.007;Mesin Dobby
1.3.2.08.01.34.008;Mesin Jacguard
1.3.2.08.01.34.009;Mesin Pelubang Karton
1.3.2.08.01.34.010;Mesin Panding
1.3.2.08.01.34.011;Pinstenter
1.3.2.08.01.34.012;Ht Drying
1.3.2.08.01.34.013;Mesin Celup (Alat Laboratorium Proses Teknologi Tekstil)
1.3.2.08.01.34.014;Mesin Bleaching
1.3.2.08.01.34.015;Mesin Spreding Cut
1.3.2.08.01.34.016;Mesin Blindstitch
1.3.2.08.01.34.017;Mesin Jahit Lockstitich
1.3.2.08.01.34.018;Thread Overadge Stitch
1.3.2.08.01.34.019;Mesin Overdeck
1.3.2.08.01.34.020;Mesin Potong Tegak
1.3.2.08.01.34.021;Mesin Bundar
1.3.2.08.01.34.022;Mesin Jahit Chain Stitch
1.3.2.08.01.34.023;Feed Of The Arm
1.3.2.08.01.34.024;Matter Half
1.3.2.08.01.34.025;Mesin Press Kain
1.3.2.08.01.34.026;Mesin Strika Uap
1.3.2.08.01.34.027;Mesin Blowing
1.3.2.08.01.34.028;Mesin Carding
1.3.2.08.01.34.029;Mesin Drawing
1.3.2.08.01.34.030;Mesin Spinning
1.3.2.08.01.34.031;Mesin Winding
1.3.2.08.01.34.032;Mesin Silver Lap
1.3.2.08.01.34.033;Mesin Ribbon Lap
1.3.2.08.01.34.034;Mesin Combing
1.3.2.08.01.34.035;Mesin Hroving
1.3.2.08.01.34.036;Mesin Gintir
1.3.2.08.01.34.037;Mesin Ginning
1.3.2.08.01.34.038;Mesin Tali
1.3.2.08.01.34.039;Mesin Packing Benang
1.3.2.08.01.34.040;Mesin Kanji
1.3.2.08.01.34.041;Mesin Sambung
1.3.2.08.01.34.042;Mesin Cucuk
1.3.2.08.01.34.043;Mesin Cucuk Tangan
1.3.2.08.01.34.044;Alat Tenun Reeling
1.3.2.08.01.34.045;Mesin Inspeksi Kain
1.3.2.08.01.34.046;Mesin Jahit Dial Lingking
1.3.2.08.01.34.047;Mesin Jahit Locksitik
1.3.2.08.01.34.048;Mesin Jahit Elastik 5 Benang 3 Jarum
1.3.2.08.01.34.049;Mesin Bordir Highspeed
1.3.2.08.01.34.050;Mesin Jahit Bartacking
1.3.2.08.01.34.051;Mesin Jahit Pasang Kancing
1.3.2.08.01.34.052;Mesin Jahit Overlock
1.3.2.08.01.34.053;Mesin Collarettes Tape Cutting
1.3.2.08.01.34.054;Mesin Knife Clath Cutting
1.3.2.08.01.34.055;Mesin Printing
1.3.2.08.01.34.056;Mesin Pemasang Kain Screen
1.3.2.08.01.34.057;Mesin Steam Rol
1.3.2.08.01.34.058;Mesin Gulung Kaos
1.3.2.08.01.34.059;Mesin Lipat Kain
1.3.2.08.01.34.060;Mesin Kalender
1.3.2.08.01.34.061;Mesin Spannram
1.3.2.08.01.34.062;Mesin Jigger
1.3.2.08.01.34.063;Ketel Pemasakan
1.3.2.08.01.34.064;Mesin Curring
1.3.2.08.01.34.065;Mesin Haspel
1.3.2.08.01.34.066;Mesin Peras
1.3.2.08.01.34.067;Mesin Pengering
1.3.2.08.01.34.068;Mesin Bakar Bulu Kain
1.3.2.08.01.34.069;Exomat Hydro Extrator
1.3.2.08.01.34.070;Alat Pembuka Serat Kelapa
1.3.2.08.01.34.071;Mesin Rami
1.3.2.08.01.34.072;Mesin Pemotong Serat
1.3.2.08.01.34.073;Alat Laboratorium Proses Teknologi Tekstil Lainnya
1.3.2.08.01.35.001;Twist Tester
1.3.2.08.01.35.002;Alat Uji Serat Sintetik
1.3.2.08.01.35.003;Alat Uji Kekuatan Tarik Kain
1.3.2.08.01.35.004;Rulling Machine Honeybear
1.3.2.08.01.35.005;Incline Plane Tester
1.3.2.08.01.35.006;Chemical Mixing Charton
1.3.2.08.01.35.007;Rabbing Machine
1.3.2.08.01.35.008;Alat Uji Grade Kain
1.3.2.08.01.35.009;Kringle Facto Meter
1.3.2.08.01.35.010;Alat Crimp Tester
1.3.2.08.01.35.011;Evennes Tester
1.3.2.08.01.35.012;Alat Uji Siram Air
1.3.2.08.01.35.013;Alat Uji Sobek Kain
1.3.2.08.01.35.014;Crease Recovery
1.3.2.08.01.35.015;Bear Sorter
1.3.2.08.01.35.016;Stelo Meter (Alat Laboratorium Uji Tekstil)
1.3.2.08.01.35.017;Alat Uji Tarik Benang
1.3.2.08.01.35.018;Alat Ukur Suhu Kain
1.3.2.08.01.35.019;Rabbing Tester
1.3.2.08.01.35.020;Gloss Meter
1.3.2.08.01.35.021;Gaschromatograph
1.3.2.08.01.35.022;Scanning Electron Microscope (Alat Laboratorium Uji Tekstil)
1.3.2.08.01.35.023;Tensio Meter
1.3.2.08.01.35.024;Ion Meter
1.3.2.08.01.35.025;Weather Meter
1.3.2.08.01.35.026;Rain Tester
1.3.2.08.01.35.027;Tumble Dryer
1.3.2.08.01.35.028;Conedrop Test (Alat Laboratorium Uji Tekstil)
1.3.2.08.01.35.029;Autometic Shive Sheker
1.3.2.08.01.35.030;Brusting Tester
1.3.2.08.01.35.031;Hygro Thermograph
1.3.2.08.01.35.032;Psychrometer (Alat Laboratorium Uji Tekstil)
1.3.2.08.01.35.033;Martindale Wear And Arbartion Tester
1.3.2.08.01.35.034;Alat Penomoran Benang
1.3.2.08.01.35.035;Shirley Stifness Tester
1.3.2.08.01.35.036;Stollflax /Gosok Tekuk
1.3.2.08.01.35.037;Thermogravimetri
1.3.2.08.01.35.038;Line Test
1.3.2.08.01.35.039;Melting Point
1.3.2.08.01.35.040;Alat Uji Beda Warna
1.3.2.08.01.35.041;Sinco Thermocontroller
1.3.2.08.01.35.042;Electric Roeder
1.3.2.08.01.35.043;Alat Pintal Sabut Kelapa
1.3.2.08.01.35.044;Presslay Fiber Strengh Tester
1.3.2.08.01.35.045;Tergotometer
1.3.2.08.01.35.046;Waskator
1.3.2.08.01.35.047;Crock Meter (Alat Laboratorium Uji Tekstil)
1.3.2.08.01.35.048;Knit Shrinkage Gauge
1.3.2.08.01.35.049;Flammeability Tester
1.3.2.08.01.35.050;Scorch Tester
1.3.2.08.01.35.051;Pilling Tester
1.3.2.08.01.35.052;Fafegraph M
1.3.2.08.01.35.053;Sliver Reel
1.3.2.08.01.35.054;Fibrograph (Alat Laboratorium Uji Tekstil)
1.3.2.08.01.35.055;Micronair
1.3.2.08.01.35.056;Rotary Static Tester
1.3.2.08.01.35.057;Yern Abratrion Tester
1.3.2.08.01.35.058;Hairiness Tester
1.3.2.08.01.35.059;Instron Tensile Streng Tester
1.3.2.08.01.35.060;Elemendorf Testing Tester
1.3.2.08.01.35.061;Alat Uji Sudut Kain
1.3.2.08.01.35.062;Alat Laboratorium Uji Tekstil Lainnya
1.3.2.08.01.36.001;Double Sharp Mixer
1.3.2.08.01.36.002;Momen Mixer
1.3.2.08.01.36.003;Purometer Optik
1.3.2.08.01.36.004;Air Sifler
1.3.2.08.01.36.005;Alat Pemadam Kapur
1.3.2.08.01.36.006;Plaster Extentiometer
1.3.2.08.01.36.007;Pogmill Machine
1.3.2.08.01.36.008;Extruder (Alat Laboratorium Proses Teknologi Keramik)
1.3.2.08.01.36.009;Pengatur Tahanan Resistor
1.3.2.08.01.36.010;Magnetic Ferofilter
1.3.2.08.01.36.011;Alat Slip Kaolin
1.3.2.08.01.36.012;Pyrometer Radiasi
1.3.2.08.01.36.013;Electric Boiler
1.3.2.08.01.36.014;Law Crusher
1.3.2.08.01.36.015;Edge Runner Mill
1.3.2.08.01.36.016;Hammer Mill (Alat Laboratorium Proses Teknologi Keramik)
1.3.2.08.01.36.017;Rall Chrusher
1.3.2.08.01.36.018;Grinding Mill
1.3.2.08.01.36.019;Saringan Magnet
1.3.2.08.01.36.020;Perpurated Ball Mill
1.3.2.08.01.36.021;Cyclon Tupe Sparating Machine
1.3.2.08.01.36.022;Sand Washing Machine
1.3.2.08.01.36.023;Friction Press
1.3.2.08.01.36.024;Hydrolic Press
1.3.2.08.01.36.025;Press Angka Roda Gila
1.3.2.08.01.36.026;Semi Automatic Cam Press
1.3.2.08.01.36.027;Ban Berjalan
1.3.2.08.01.36.028;Motorized Kick Well
1.3.2.08.01.36.029;Mesin Bubut Isolator
1.3.2.08.01.36.030;Mesin Bor Pembuat Ulir
1.3.2.08.01.36.031;Pot Mill
1.3.2.08.01.36.032;Table Wheel
1.3.2.08.01.36.033;Manual Kick Wheel
1.3.2.08.01.36.034;Tunnel Kiln (Solar)
1.3.2.08.01.36.035;Tunnel Kiln (Gas Elpiji)
1.3.2.08.01.36.036;Tunnel Kiln (Listrik)
1.3.2.08.01.36.037;Alat Laboratorium Proses Teknologi Keramik Lainnya
1.3.2.08.01.37.001;Mesin Drum Pemasak Kulit
1.3.2.08.01.37.002;Mesin Setrika Kulit
1.3.2.08.01.37.003;Mesin Glandstot
1.3.2.08.01.37.004;Mesin Setol
1.3.2.08.01.37.005;Mesin Perah
1.3.2.08.01.37.006;Mesin Skrep
1.3.2.08.01.37.007;Mesin Shaving
1.3.2.08.01.37.008;Mesin Flashing
1.3.2.08.01.37.009;Mesin Molding Vulkanisasi
1.3.2.08.01.37.010;Mesin Molding Injection
1.3.2.08.01.37.011;Mesin Shoes Flashing
1.3.2.08.01.37.012;Mesin Ukur Kulit
1.3.2.08.01.37.013;Mesin Pengaktif Lem
1.3.2.08.01.37.014;Mesin Staking Wheel
1.3.2.08.01.37.015;Mesin Seser
1.3.2.08.01.37.016;Mesin Domai
1.3.2.08.01.37.017;Mesin Alur Jahitan
1.3.2.08.01.37.018;Hydrolic Oven Camant Lasting
1.3.2.08.01.37.019;Mesin Split
1.3.2.08.01.37.020;Mesin Vacum Trockner Dryne
1.3.2.08.01.37.021;Mesin Potong Kulit
1.3.2.08.01.37.022;Mesin Pemanas
1.3.2.08.01.37.023;Tunning Drum Experiment
1.3.2.08.01.37.024;Alat Press Sol Listrik
1.3.2.08.01.37.025;Alat Pembelah Sol
1.3.2.08.01.37.026;Alat Kembang Pita
1.3.2.08.01.37.027;Alat Pelonggar Sepatu
1.3.2.08.01.37.028;Alat Potong Sol
1.3.2.08.01.37.029;Alat Pressol Tangan
1.3.2.08.01.37.030;Mesin Finishing Combinasi
1.3.2.08.01.37.031;Mesin Roughing
1.3.2.08.01.37.032;Mesin Aflap Sol
1.3.2.08.01.37.033;Mesin Press Sol
1.3.2.08.01.37.034;Mesin Roll Press
1.3.2.08.01.37.035;Mesin Aflap Sepatu
1.3.2.08.01.37.036;Alat Press Angin
1.3.2.08.01.37.037;Mesin Paku Sol Dalam
1.3.2.08.01.37.038;Mesin Paku Open
1.3.2.08.01.37.039;Mesin Lem Open Samping
1.3.2.08.01.37.040;Mesin Trimming
1.3.2.08.01.37.041;Mesin Potong Atasan Sepatu
1.3.2.08.01.37.042;Mesin Open Sepatu
1.3.2.08.01.37.043;Mesin Gergaji Pola Acuan
1.3.2.08.01.37.044;Mesin Enjeksi Bakalan Acuan
1.3.2.08.01.37.045;Leather Finishing Machine
1.3.2.08.01.37.046;Hydrolic Ironing Embossing Press
1.3.2.08.01.37.047;Vibration Stacking Machine
1.3.2.08.01.37.048;Satyluk Trening Machine
1.3.2.08.01.37.049;Alat Pengering Sistem Tonggle
1.3.2.08.01.37.050;Mesin Two Roll Mill
1.3.2.08.01.37.051;Mesin Compouding
1.3.2.08.01.37.052;Alat Press Laminasi
1.3.2.08.01.37.053;Mesin Takar Abration Tester
1.3.2.08.01.37.054;Alat Potong Plastik
1.3.2.08.01.37.055;Mesin Hide Progesser
1.3.2.08.01.37.056;Mesin Tannox Drum
1.3.2.08.01.37.057;Alat Mensolfinasi Minyak
1.3.2.08.01.37.058;Mesin Potong Hardboard
1.3.2.08.01.37.059;Mesin Kikir Hardboard
1.3.2.08.01.37.060;Mesin Bending
1.3.2.08.01.37.061;Mesin Granding Super Lince
1.3.2.08.01.37.062;Mesin Grending Acuan
1.3.2.08.01.37.063;Mesin Tanda / Cap
1.3.2.08.01.37.064;Mesin Bording
1.3.2.08.01.37.065;Mesin Mixer Coumpond
1.3.2.08.01.37.066;Alat Laboratorium Proses Teknologi Kulit, Karet Dan Plastik Lainnya
1.3.2.08.01.38.001;Tensile Strength Tester
1.3.2.08.01.38.002;Alat Uji Penyerapan Air / Udara
1.3.2.08.01.38.003;Contilever Tensiometer
1.3.2.08.01.38.004;Vacum Filtration Funil
1.3.2.08.01.38.005;Alat Uji Pengaduk
1.3.2.08.01.38.006;Refter Ks Condensor
1.3.2.08.01.38.007;Constant Load Deftiction
1.3.2.08.01.38.008;Alat Uji Kebocoran Air Untuk Glove
1.3.2.08.01.38.009;Stress Cracking Tester
1.3.2.08.01.38.010;Westhover Type Frictiometer
1.3.2.08.01.38.011;Presure Stillser
1.3.2.08.01.38.012;Melt Indexer (Alat Laboratorium Uji Kulit, Karet Dan Plastik)
1.3.2.08.01.38.013;Cross Beather Mill
1.3.2.08.01.38.014;Compression Set Apparatus Tensile Head Distortion (Alat
1.3.2.08.01.38.015;Laboratorium Uji Kulit, Karet Dan Plastik)
1.3.2.08.01.38.016;Alat Uji Keretakan Kulit
1.3.2.08.01.38.017;Alat Pelubang Mata Ayam
1.3.2.08.01.38.018;Super Type Thickness Tester
1.3.2.08.01.38.019;Electric Mointure Tester
1.3.2.08.01.38.020;Alat Uji Falling Weight
1.3.2.08.01.38.021;Mixer Drum Experiment Machine
1.3.2.08.01.38.022;Ross Plexing Machine
1.3.2.08.01.38.023;Punthing Machine
1.3.2.08.01.38.024;Smaal Mixing Test Roll
1.3.2.08.01.38.025;Alat Uji Pampart
1.3.2.08.01.38.026;Alat Uji Pantul Bola
1.3.2.08.01.38.027;Lestometer
1.3.2.08.01.38.028;Mercury Mix Kim
1.3.2.08.01.38.029;Deal Tickness Gauge
1.3.2.08.01.38.030;Pompa Airasil
1.3.2.08.01.38.031;Weather Station
1.3.2.08.01.38.032;Top Loading Balance (Alat Laboratorium Uji Kulit, Karet Dan Plastik)
1.3.2.08.01.38.033;Disolved Open Meter
1.3.2.08.01.38.034;Shoubury Curometer
1.3.2.08.01.38.035;Alat Uji Kebocoran Udara Untuk Glove
1.3.2.08.01.38.036;Alat Laboratorium Uji Kulit, Karet Dan Plastik Lainnya
1.3.2.08.01.39.001;Dilatometer
1.3.2.08.01.39.002;Alat Uji Kejut Suhu
1.3.2.08.01.39.003;Alat Uji Keplostisam
1.3.2.08.01.39.004;Plastisimeter
1.3.2.08.01.39.005;Alat Uji Deviasi Optik
1.3.2.08.01.39.006;Alat Uji Viscositas Gelas
1.3.2.08.01.39.007;Increment Presure Tester
1.3.2.08.01.39.008;Alat Uji Tegangan Dalam Gelas
1.3.2.08.01.39.009;Alat Pemeriksaan Ukuran Kaca
1.3.2.08.01.39.010;Alat Uji Ketepatan Bentuk
1.3.2.08.01.39.011;Alat Uji Keausan Pasir Jatuh
1.3.2.08.01.39.012;Alat Uji Tembus Listrik
1.3.2.08.01.39.013;Alat Pengukur Eflorisen
1.3.2.08.01.39.014;Alat Uji Refleksi Kaca
1.3.2.08.01.39.015;X Ray Apparatus Defraction
1.3.2.08.01.39.016;Alat Uji Kekuatan Glasir (Glaze Strength Tester)
1.3.2.08.01.39.017;Alat Uji Analisa Oksida Logam-Logam (Spektofotometer)
1.3.2.08.01.39.018;Alat Uji Analisa Butiran Bahan
1.3.2.08.01.39.019;Alat Uji Kekentalan Bahan
1.3.2.08.01.39.020;Alat Laboratorium Uji Keramik Lainnya
1.3.2.08.01.40.001;Hend Help Uv Lamp
1.3.2.08.01.40.002;Alat Pemutih Pulp Dengan Oxygen
1.3.2.08.01.40.003;Mesin Karton
1.3.2.08.01.40.004;Mesin Pcb
1.3.2.08.01.40.005;Mesin Waste Water Purification
1.3.2.08.01.40.006;Mesin Auxyliary Service
1.3.2.08.01.40.007;Mesin Rayon
1.3.2.08.01.40.008;Mesin Chorine Alkali Electrolysis
1.3.2.08.01.40.009;Mesin Repair And Maintenance Shop
1.3.2.08.01.40.010;Mesin Power Station White Emergency Diesel Generating
1.3.2.08.01.40.011;Mesin Water Softering Plant
1.3.2.08.01.40.012;Mesin Pulp
1.3.2.08.01.40.013;Deflaker
1.3.2.08.01.40.014;Mesin Cetak Karton
1.3.2.08.01.40.015;Calender
1.3.2.08.01.40.016;Poros Transmisi
1.3.2.08.01.40.017;Beater Unit (Mesin Penggiling)
1.3.2.08.01.40.018;Alat Deteksi Ketebalan Kertas
1.3.2.08.01.40.019;Alat Laboratorium Proses Teknologi Selulosa Lainnya
1.3.2.08.01.41.001;Aas Multi Lamp
1.3.2.08.01.41.002;Ai Apparatus
1.3.2.08.01.41.003;Air Compressor (Alat Laboratorium Pertanian)
1.3.2.08.01.41.004;Alat Degreening Jeruk Kap 100 Kg
1.3.2.08.01.41.005;Panen Dg Air Panas
1.3.2.08.01.41.006;Alat Pengering Sederhana Dng Kompor
1.3.2.08.01.41.007;Alat Pengering (Force Draught)
1.3.2.08.01.41.008;Alat Precooling Buah Dng Es Secara Sirmulasi
1.3.2.08.01.41.009;Alat Simulasi Transportasi
1.3.2.08.01.41.010;Amino Acid Analyzer (Aaa)
1.3.2.08.01.41.011;Amylograph
1.3.2.08.01.41.012;Anaerobic Jar
1.3.2.08.01.41.013;Anaerobic Jar Oxide
1.3.2.08.01.41.014;Analitycal Balance
1.3.2.08.01.41.015;Anemometer (Alat Laboratorium Pertanian)
1.3.2.08.01.41.016;(Aas) (Alat Lab. Pertanian)
1.3.2.08.01.41.017;Auto Anylyzer
1.3.2.08.01.41.018;Auto Still
1.3.2.08.01.41.019;Autoclave (Alat Laboratorium Pertanian)
1.3.2.08.01.41.020;Aw Meter
1.3.2.08.01.41.021;Balance (Alat Laboratorium Pertanian)
1.3.2.08.01.41.022;Battery Charger (Alat Laboratorium Pertanian)
1.3.2.08.01.41.023;Biofreezer
1.3.2.08.01.41.024;Block Digester
1.3.2.08.01.41.025;Bod Monitor
1.3.2.08.01.41.026;Bomb Calorimeter
1.3.2.08.01.41.027;Buckard Apparatus
1.3.2.08.01.41.028;Cabinet Drier
1.3.2.08.01.41.029;Can Closing Mesin
1.3.2.08.01.41.030;Canning Unit
1.3.2.08.01.41.031;Carburator
1.3.2.08.01.41.032;Centrifuge (Alat Laboratorium Pertanian)
1.3.2.08.01.41.033;Cervix Dilatator
1.3.2.08.01.41.034;Climatic Chamber
1.3.2.08.01.41.035;Cod Monitor
1.3.2.08.01.41.036;Cold Chamber/Cabinet
1.3.2.08.01.41.037;Cold Handling Cabinet
1.3.2.08.01.41.038;Cold Storage (Alat Laboratorium Pertanian)
1.3.2.08.01.41.039;Colony Counter (Alat Laboratorium Pertanian)
1.3.2.08.01.41.040;Coloumn Chromatography
1.3.2.08.01.41.041;Conductivity Meter (Alat Laboratorium Pertanian)
1.3.2.08.01.41.042;Container N2 Cair (Alat Laboratorium Pertanian)
1.3.2.08.01.41.043;Cooker Bak Terbuka
1.3.2.08.01.41.044;Cooker Stainlessteel
1.3.2.08.01.41.045;Cosmotektor
1.3.2.08.01.41.046;Coulter Counter (Alat Laboratorium Pertanian)
1.3.2.08.01.41.047;Cross Blaser
1.3.2.08.01.41.048;Crusher/Mixer
1.3.2.08.01.41.049;Cryogenic Container
1.3.2.08.01.41.050;Culture Dish
1.3.2.08.01.41.051;Current Meter (Alat Laboratorium Pertanian)
1.3.2.08.01.41.052;Data Assignation (Polycorder)
1.3.2.08.01.41.053;Data Logger (Alat Laboratorium Pertanian)
1.3.2.08.01.41.054;Data Recorder
1.3.2.08.01.41.055;Dead Weight Press.Gauge Tester
1.3.2.08.01.41.056;Deep Freezer (Alat Laboratorium Pertanian)
1.3.2.08.01.41.057;Dehumidifier (Alat Laboratorium Pertanian)
1.3.2.08.01.41.058;Demineralizer (Alat Laboratorium Pertanian)
1.3.2.08.01.41.059;Digital Multimeter (Alat Laboratorium Pertanian)
1.3.2.08.01.41.060;Digital Preassure Gauge
1.3.2.08.01.41.061;Dispenser & Diluter
1.3.2.08.01.41.062;Distiling Apparatus
1.3.2.08.01.41.063;Distiling Unit For Tma
1.3.2.08.01.41.064;Distiling Unit For Vrs
1.3.2.08.01.41.065;Dna Sequezing
1.3.2.08.01.41.066;Do Meter (Alat Laboratorium Pertanian)
1.3.2.08.01.41.067;Dredge
1.3.2.08.01.41.068;Dringking Monitor
1.3.2.08.01.41.069;Drying Test
1.3.2.08.01.41.070;Dynamometer Car
1.3.2.08.01.41.071;Echo Sounder (Alat Laboratorium Pertanian)
1.3.2.08.01.41.072;Electric Meat San
1.3.2.08.01.41.073;Electrophoresis (Alat Laboratorium Pertanian)
1.3.2.08.01.41.074;Elisa Reader
1.3.2.08.01.41.075;Elisa Reader(Computerized,Semi Manual)
1.3.2.08.01.41.076;Embrio Filter
1.3.2.08.01.41.077;Embrio Manipulator
1.3.2.08.01.41.078;Ergonomic Tester
1.3.2.08.01.41.079;Exhouse Gas Analyzer
1.3.2.08.01.41.080;Extruder (Alat Laboratorium Pertanian)
1.3.2.08.01.41.081;Feed Mixer
1.3.2.08.01.41.082;Fermentor (Alat Laboratorium Pertanian)
1.3.2.08.01.41.083;Fibertec System
1.3.2.08.01.41.084;Fibrograph (Alat Laboratorium Pertanian)
1.3.2.08.01.41.085;Filter Holder (Stainless Steel 1000 Ml)
1.3.2.08.01.41.086;Filtration Unit
1.3.2.08.01.41.087;Fish Moisture Tester
1.3.2.08.01.41.088;Flamephotometer
1.3.2.08.01.41.089;Flow Meter (Alat Laboratorium Pertanian)
1.3.2.08.01.41.090;Fluorence Dektor
1.3.2.08.01.41.091;Fractional Distilation
